canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,melody_filename
Nikolai Medtner,"Three Fairy Tales ""Skazki"" from Op. 34",train,2018,2018/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--2.wav,727.8331396880001,2018-melody/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018-melody_wav--2-melody.midi
Orlando Gibbons,Pavan,train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--2.wav,247.900393125,2018-melody/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018-melody_wav--2-melody.midi
Percy Grainger,Ramble on the Last Love - Duet,train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--3.wav,441.12135375,2018-melody/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018-melody_wav--3-melody.midi
Robert Schumann,"Carnaval, Op. 9",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--4.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--4.wav,1522.04575359,2018-melody/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018-melody_wav--4-melody.midi
Robert Schumann,Fantasie Op. 17,train,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--5.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--5.wav,1885.56836016,2018-melody/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018-melody_wav--5-melody.midi
Robert Schumann,Fantasie Op. 17,train,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--4.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--4.wav,1894.08063797,2018-melody/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018-melody_wav--4-melody.midi
Robert Schumann,"Fantasy in C Major, Op. 17",train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--2.wav,2028.95630437,2018-melody/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018-melody_wav--2-melody.midi
Robert Schumann,"Sonata No. 2 in G Minor, Op. 22",validation,2018,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--4.midi,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--4.wav,976.820604375,2018-melody/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018-melody_wav--4-melody.midi
Robert Schumann,Symphonic Etudes Op. 13,train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--2.wav,1526.65579172,2018-melody/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018-melody_wav--2-melody.midi
Robert Schumann,Symphonic Etudes Op. 13 (with Posthumous variations),train,2018,2018/MIDI-Unprocessed_Recital20_MID--AUDIO_20_R1_2018_wav--4.midi,2018/MIDI-Unprocessed_Recital20_MID--AUDIO_20_R1_2018_wav--4.wav,2096.39614078,2018-melody/MIDI-Unprocessed_Recital20_MID--AUDIO_20_R1_2018-melody_wav--4-melody.midi
Sergei Rachmaninoff,Etude Tableau Op. 39 No. 5,test,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--2.wav,291.913436719,2018-melody/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018-melody_wav--2-melody.midi
Sergei Rachmaninoff,Etudes-Tableaux Op. 33,validation,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018_wav--3.wav,1355.37791813,2018-melody/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018-melody_wav--3-melody.midi
Sergei Rachmaninoff,"Moment Musicaux, Op. 16 No. 3 in B Minor",train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--4.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--4.wav,256.500811875,2018-melody/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018-melody_wav--4-melody.midi
Sergei Rachmaninoff,"Moment Musicaux, Op. 16 No. 4 in E Minor",train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--5.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--5.wav,164.338777969,2018-melody/MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018-melody_wav--5-melody.midi
Sergei Rachmaninoff,Prelude Op. 3 No. 2 in C-sharp Minor,validation,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--5.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--5.wav,239.852858438,2018-melody/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018-melody_wav--5-melody.midi
Sergei Rachmaninoff,"Preludes Op. 23, Nos. 2, 4 and 5",train,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--6.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--6.wav,700.402611563,2018-melody/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018-melody_wav--6-melody.midi
Wolfgang Amadeus Mozart,"Nine variations on a minuet by Duport, K537",train,2018,2018/MIDI-Unprocessed_Chamber2_MID--AUDIO_09_R3_2018_wav--1.midi,2018/MIDI-Unprocessed_Chamber2_MID--AUDIO_09_R3_2018_wav--1.wav,581.409675,2018-melody/MIDI-Unprocessed_Chamber2_MID--AUDIO_09_R3_2018-melody_wav--1-melody.midi
Wolfgang Amadeus Mozart,"Sonata in C Minor, K. 457",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--1.wav,1070.4476475,2018-melody/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018-melody_wav--1-melody.midi
Wolfgang Amadeus Mozart,Sonata in D Major K576,train,2018,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--1.wav,803.47141875,2018-melody/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018-melody_wav--1-melody.midi
Wolfgang Amadeus Mozart,"Sonata in F Major, K533/K494",validation,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--3.wav,1068.75160219,2018-melody/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018-melody_wav--3-melody.midi
